SeqID	genomic_accession	Entrez_Gene_ID	SomaId	Target_Name	Target_longname	UniProt	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	seq_type	CHR_protein	coding_region_start	coding_region_end	STRAND	SOURCE	NOTES
9332-6	NW_018654717.1	613210.0	SL012523	DB136	Beta-defensin 136	Q30KP8	Human	DEFB136	ENSG00000285087|ENSG00000205884	HGNC:34433	fix patch	8	1373422.0	1374084.0	+	NCBI	
9332-6	NC_000008.11	613210.0	SL012523	DB136	Beta-defensin 136	Q30KP8	Human	DEFB136	ENSG00000285087|ENSG00000205884	HGNC:34433	chromosome	8	11973937.0	11974599.0	-	NCBI	
21286-29	NC_000001.11	6135.0	SL014873	RL11	60S ribosomal protein L11	P62913	Human	RPL11	ENSG00000142676	HGNC:10301	chromosome	1	23691779.0	23696835.0	+	NCBI	
19183-164	NC_000009.12	6136.0	SL008622	RL12	60S ribosomal protein L12	P30050	Human	RPL12	ENSG00000197958	HGNC:10302	chromosome	9	127447674.0	127451406.0	-	NCBI	
12478-15	NC_000008.11	6156.0	SL008862	RL30	60S ribosomal protein L30	P62888	Human	RPL30	ENSG00000156482	HGNC:10333	chromosome	8	98041721.0	98045545.0	-	NCBI	
22553-4	NC_000017.11	6169.0	SL013066	RL38	60S ribosomal protein L38	P63173	Human	RPL38	ENSG00000172809	HGNC:10349	chromosome	17	74203678.0	74210655.0	+	NCBI	
10949-59	NC_000011.10	6181.0	SL008009	RLA2	60S acidic ribosomal protein P2	P05387	Human	RPLP2	ENSG00000177600	HGNC:10377	chromosome	11	809967.0	812876.0	+	NCBI	
23278-13	NC_000017.11	6182.0	SL005296	39S ribosomal protein L12	39S ribosomal protein L12, mitochondrial	P52815	Human	MRPL12	ENSG00000262814	HGNC:10378	chromosome	17	81703367.0	81707517.0	+	NCBI	
6458-6	NC_000003.12	6184.0	SL025975	RPN1:LD	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Lumenal domain	P04843	Human	RPN1	ENSG00000163902	HGNC:10381	chromosome	3	128619969.0	128650818.0	-	NCBI	
10490-3	NC_000003.12	6184.0	SL025976	RPN1:CD	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain	P04843	Human	RPN1	ENSG00000163902	HGNC:10381	chromosome	3	128619969.0	128650818.0	-	NCBI	
21828-6	NW_025791812.1	6185.0	SL011101	RPN2	Ribophorin II	P04844	Human	RPN2	ENSG00000118705	HGNC:10382	fix patch	20	88803.0	151121.0	+	NCBI	
21828-6	NC_000020.11	6185.0	SL011101	RPN2	Ribophorin II	P04844	Human	RPN2	ENSG00000118705	HGNC:10382	chromosome	20	37179330.0	37241619.0	+	NCBI	
5026-66	NC_000011.10	6188.0	SL008059	RS3	40S ribosomal protein S3	P23396	Human	RPS3	ENSG00000149273	HGNC:10420	chromosome	11	75399518.0	75422302.0	+	NCBI	
5484-63	NW_025791772.1	6189.0	SL011588	RS3A	40S ribosomal protein S3a	P61247	Human	RPS3A	ENSG00000145425	HGNC:10421	novel patch	4	36359.0	41373.0	+	NCBI	
5484-63	NC_000004.12	6189.0	SL011588	RS3A	40S ribosomal protein S3a	P61247	Human	RPS3A	ENSG00000145425	HGNC:10421	chromosome	4	151099628.0	151104642.0	+	NCBI	
9758-17	NC_000023.11	6191.0	SL019148	RS4X	40S ribosomal protein S4, X isoform	P62701	Human	RPS4X	ENSG00000198034	HGNC:10424	chromosome	23	72272042.0	72277248.0	-	NCBI	
19195-85	NC_000019.10	6193.0	SL013041	RS5	40S ribosomal protein S5	P46782	Human	RPS5	ENSG00000083845	HGNC:10426	chromosome	19	58387269.0	58394804.0	+	NCBI	
12329-21	NW_009646195.1	6195.0	SL013834	KS6A1	Ribosomal protein S6 kinase alpha-1	Q15418	Human	RPS6KA1	ENSG00000117676|ENSG00000281877	HGNC:10430	fix patch	1	17379.0	62643.0	+	NCBI	
12329-21	NC_000001.11	6195.0	SL013834	KS6A1	Ribosomal protein S6 kinase alpha-1	Q15418	Human	RPS6KA1	ENSG00000117676|ENSG00000281877	HGNC:10430	chromosome	1	26529761.0	26575025.0	+	NCBI	
3469-74	NC_000023.11	6197.0	SL010515	RPS6KA3	Ribosomal protein S6 kinase alpha-3	P51812	Human	RPS6KA3	ENSG00000177189	HGNC:10432	chromosome	23	20149911.0	20267097.0	-	NCBI	
11817-1	NC_000017.11	6198.0	SL018792	KS6B1	Ribosomal protein S6 kinase beta-1	P23443	Human	RPS6KB1	ENSG00000108443	HGNC:10436	chromosome	17	59893121.0	59950574.0	+	NCBI	
8962-48	NC_000017.11	6198.0	SL018792	KS6B1	Ribosomal protein S6 kinase beta-1	P23443	Human	RPS6KB1	ENSG00000108443	HGNC:10436	chromosome	17	59893121.0	59950574.0	+	NCBI	
15608-5	NC_000017.11	6198.0	SL018792	KS6B1	Ribosomal protein S6 kinase beta-1	P23443	Human	RPS6KB1	ENSG00000108443	HGNC:10436	chromosome	17	59893121.0	59950574.0	+	NCBI	
25112-6	NC_000011.10	6199.0	SL021541	KS6B2	Ribosomal protein S6 kinase beta-2	Q9UBS0	Human	RPS6KB2	ENSG00000175634	HGNC:10437	chromosome	11	67428494.0	67435401.0	+	NCBI	
3864-5	NC_000002.12	6201.0	SL011528	RS7	40S ribosomal protein S7	P62081	Human	RPS7	ENSG00000171863	HGNC:10440	chromosome	2	3575260.0	3580920.0	+	NCBI	
13011-20	NC_000006.12	6204.0	SL008108	RS10	40S ribosomal protein S10	P46783	Human	RPS10	ENSG00000124614	HGNC:10383	chromosome	6	34417454.0	34426069.0	-	NCBI	
21829-8	NC_000006.12	6206.0	SL013022	RS12	40S ribosomal protein S12	P25398	Human	RPS12	ENSG00000112306	HGNC:10385	chromosome	6	132814569.0	132817564.0	+	NCBI	
20964-13	NC_000005.10	6208.0	SL022213	RS14	40S ribosomal protein S14	P62263	Human	RPS14	ENSG00000164587	HGNC:10387	chromosome	5	150442635.0	150449739.0	-	NCBI	
19166-15	NC_000019.10	6223.0	SL008098	RS19	40S ribosomal protein S19	P39019	Human	RPS19	ENSG00000105372	HGNC:10402	chromosome	19	41860255.0	41872925.0	+	NCBI	
21643-8	NC_000008.11	6224.0	SL008141	RS20	40S ribosomal protein S20	P60866	Human	RPS20	ENSG00000008988	HGNC:10405	chromosome	8	56067254.0	56074506.0	-	NCBI	
23243-120	NC_000011.10	6230.0	SL008153	RS25	40S ribosomal protein S25	P62851	Human	RPS25	ENSG00000280831|ENSG00000118181	HGNC:10413	chromosome	11	119015717.0	119018343.0	-	NCBI	
23243-120	NW_009646203.1	6230.0	SL008153	RS25	40S ribosomal protein S25	P62851	Human	RPS25	ENSG00000280831|ENSG00000118181	HGNC:10413	fix patch	11	37317.0	39943.0	-	NCBI	
2846-24	NC_000002.12	6233.0	SL000605	Ubiquitin+1	Ubiquitin+1, truncated mutation for UbB	P62979	Human	RPS27A	ENSG00000143947	HGNC:10417	chromosome	2	55231903.0	55235853.0	+	NCBI	
4474-19	NC_000002.12	6233.0	SL004070	Ubiquitin	Ubiquitin	P62979	Human	RPS27A	ENSG00000143947	HGNC:10417	chromosome	2	55231903.0	55235853.0	+	NCBI	
23555-11	NC_000016.10	6236.0	SL023339	RAD	GTP-binding protein RAD	P55042	Human	RRAD	ENSG00000166592	HGNC:10446	chromosome	16	66921685.0	66925535.0	-	NCBI	
17742-2	NC_000019.10	6237.0	SL008021	RRAS	Ras-related protein R-Ras	P10301	Human	RRAS	ENSG00000126458	HGNC:10447	chromosome	19	49635292.0	49640143.0	-	NCBI	
9913-4	NC_000020.11	6238.0	SL011627	RRBP1	Ribosome-binding protein 1	Q9P2E9	Human	RRBP1	ENSG00000125844	HGNC:10448	chromosome	20	17613679.0	17682242.0	-	NCBI	
11360-39	NC_000011.10	6240.0	SL009588	RRM1	Ribonucleoside-diphosphate reductase large subunit	P23921	Human	RRM1	ENSG00000167325	HGNC:10451	chromosome	11	4094685.0	4138932.0	+	NCBI	
17750-8	NC_000002.12	6241.0	SL007192	RIR2	Ribonucleoside-diphosphate reductase subunit M2	P31350	Human	RRM2	ENSG00000171848	HGNC:10452	chromosome	2	10122568.0	10211010.0	+	NCBI	
23664-17	NC_000002.12	6242.0	SL023395	RTKN	Rhotekin	Q9BST9	Human	RTKN	ENSG00000114993	HGNC:10466	chromosome	2	74425835.0	74441937.0	-	NCBI	
6497-10	NC_000023.11	6247.0	SL012365	XLRS1	Retinoschisin	O15537	Human	RS1	ENSG00000102104	HGNC:10457	chromosome	23	18639688.0	18672108.0	-	NCBI	
24651-1	NC_000014.9	6252.0	SL016462	RTN1	Reticulon-1	Q16799	Human	RTN1	ENSG00000139970	HGNC:10467	chromosome	14	59595976.0	59870776.0	-	NCBI	
20245-13	NC_000009.12	6256.0	SL003676	Retinoic acid receptor RXR-alpha	Retinoic acid receptor RXR-alpha	P19793	Human	RXRA	ENSG00000186350	HGNC:10477	chromosome	9	134326455.0	134440585.0	+	NCBI	
5583-62	NC_000003.12	6259.0	SL017088	RYK	Tyrosine-protein kinase RYK	P34925	Human	RYK	ENSG00000163785	HGNC:10481	chromosome	3	134157133.0	134250859.0	-	NCBI	
2421-7	NC_000011.10	627.0	SL003951	BDNF	Brain-derived neurotrophic factor	P23560	Human	BDNF	ENSG00000176697	HGNC:1033	chromosome	11	27654893.0	27722030.0	-	NCBI	
14047-78	NC_000011.10	627.0	SL003951	BDNF	Brain-derived neurotrophic factor	P23560	Human	BDNF	ENSG00000176697	HGNC:1033	chromosome	11	27654893.0	27722030.0	-	NCBI	
11300-32	NC_000001.11	6272.0	SL008851	SORT	Sortilin	Q99523	Human	SORT1	ENSG00000134243	HGNC:11186	chromosome	1	109309575.0	109397918.0	-	NCBI	
11969-5	NC_000001.11	6273.0	SL004807	S100A2	Protein S100-A2	P29034	Human	S100A2	ENSG00000196754	HGNC:10492	chromosome	1	153561108.0	153565844.0	-	NCBI	
15297-3	NC_000001.11	6274.0	SL004825	S100A3	Protein S100-A3	P33764	Human	S100A3	ENSG00000188015	HGNC:10493	chromosome	1	153547329.0	153549258.0	-	NCBI	
14116-129	NC_000001.11	6275.0	SL004821	S100A4	Protein S100-A4	P26447	Human	S100A4	ENSG00000196154	HGNC:10494	chromosome	1	153543621.0	153545806.0	-	NCBI	
9750-7	NC_000001.11	6275.0	SL004821	S100A4	Protein S100-A4	P26447	Human	S100A4	ENSG00000196154	HGNC:10494	chromosome	1	153543621.0	153545806.0	-	NCBI	
15303-63	NC_000001.11	6276.0	SL004826	S100A5	Protein S100-A5	P33763	Human	S100A5	ENSG00000196420	HGNC:10495	chromosome	1	153537147.0	153543685.0	-	NCBI	
13090-17	NC_000001.11	6277.0	SL004827	S100A6	Protein S100-A6	P06703	Human	S100A6	ENSG00000197956	HGNC:10496	chromosome	1	153534599.0	153535991.0	-	NCBI	
7916-10	NC_000001.11	6278.0	SL004829	S100A7	Protein S100-A7	P31151	Human	S100A7	ENSG00000143556	HGNC:10497	chromosome	1	153457744.0	153460651.0	-	NCBI	
25216-8	NC_000001.11	6279.0	SL004476	Calgranulin A	Calgranulin A	P05109	Human	S100A8	ENSG00000143546	HGNC:10498	chromosome	1	153390032.0	153422583.0	-	NCBI	
24217-2	NC_000001.11	6279.0	SL004476	Calgranulin A	Calgranulin A	P05109	Human	S100A8	ENSG00000143546	HGNC:10498	chromosome	1	153390032.0	153422583.0	-	NCBI	
5339-49	NC_000001.11	6280.0	SL004477	calgranulin B	Protein S100-A9	P06702	Human	S100A9	ENSG00000163220	HGNC:10499	chromosome	1	153357854.0	153361023.0	+	NCBI	
7812-11	NC_000001.11	6280.0	SL004477	calgranulin B	Protein S100-A9	P06702	Human	S100A9	ENSG00000163220	HGNC:10499	chromosome	1	153357854.0	153361023.0	+	NCBI	
15318-75	NC_000001.11	6281.0	SL004212	Calpactin I light chain	Protein S100-A10	P60903	Human	S100A10	ENSG00000197747	HGNC:10487	chromosome	1	151982915.0	151993859.0	-	NCBI	
14011-17	NC_000001.11	6282.0	SL004809	S100A11	Protein S100-A11	P31949	Human	S100A11	ENSG00000163191	HGNC:10488	chromosome	1	152032506.0	152037004.0	-	NCBI	
5852-6	NC_000001.11	6283.0	SL004783	S100A12	Protein S100-A12	P80511	Human	S100A12	ENSG00000163221	HGNC:10489	chromosome	1	153373711.0	153375621.0	-	NCBI	
7223-60	NC_000001.11	6284.0	SL005105	S100A13	Protein S100-A13	Q99584	Human	S100A13	ENSG00000189171	HGNC:10490	chromosome	1	153618799.0	153634361.0	-	NCBI	
9926-4	NC_000004.12	6286.0	SL004810	S100P	Protein S100-P	P25815	Human	S100P	ENSG00000163993	HGNC:10504	chromosome	4	6693878.0	6697170.0	+	NCBI	
15515-2	NC_000011.10	6288.0	SL000572	SAA	Serum amyloid A-1 protein	P0DJI8	Human	SAA1	ENSG00000173432	HGNC:10513	chromosome	11	18266264.0	18269967.0	+	NCBI	
15515-2	NW_021160006.1	6288.0	SL000572	SAA	Serum amyloid A-1 protein	P0DJI8	Human	SAA1	ENSG00000173432	HGNC:10513	fix patch	11	15090.0	18793.0	+	NCBI	
4336-2	NC_000011.10	6288.0	SL000572	SAA	Serum amyloid A-1 protein	P0DJI8	Human	SAA1	ENSG00000173432	HGNC:10513	chromosome	11	18266264.0	18269967.0	+	NCBI	
4336-2	NW_021160006.1	6288.0	SL000572	SAA	Serum amyloid A-1 protein	P0DJI8	Human	SAA1	ENSG00000173432	HGNC:10513	fix patch	11	15090.0	18793.0	+	NCBI	
18832-65	NC_000011.10	6289.0	SL021544	SAA2	Serum amyloid A-2 protein	P0DJI9	Human	SAA2	ENSG00000134339	HGNC:10514	chromosome	11	18238236.0	18248668.0	-	NCBI	
4129-72	NT_167248.2	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3202070.0	3208059.0	+	NCBI	
4129-72	NT_113891.3	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3423522.0	3429511.0	+	NCBI	
4129-72	NC_000006.12	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	chromosome	6	31946095.0	31952084.0	+	NCBI	
4129-72	NT_167246.2	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3251072.0	3255741.0	+	NCBI	
4129-72	NT_167249.2	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3247284.0	3253273.0	+	NCBI	
4129-72	NT_167245.2	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3193875.0	3199864.0	+	NCBI	
4129-72	NT_167247.2	629.0	SL000414	Factor B	Complement factor B	P00751	Human	CFB	ENSG00000241253|ENSG00000239754|ENSG00000243649|ENSG00000242335|ENSG00000241534|ENSG00000243570	HGNC:1037	alternate scaffold	6	3288131.0	3294120.0	+	NCBI	
15516-12	NC_000011.10	6291.0	SL005700	SAA-4	Serum amyloid A-4 protein	P35542	Human	SAA4	ENSG00000148965	HGNC:10516	chromosome	11	18231355.0	18236802.0	-	NCBI	
25461-3	NC_000002.12	6295.0	SL023143	ARRS	S-arrestin	P10523	Human	SAG	ENSG00000281857|ENSG00000130561	HGNC:10521	chromosome	2	233307816.0	233347055.0	+	NCBI	
25461-3	NW_011332690.1	6295.0	SL023143	ARRS	S-arrestin	P10523	Human	SAG	ENSG00000281857|ENSG00000130561	HGNC:10521	fix patch	2	253154.0	292393.0	+	NCBI	
5005-4	NC_000022.11	6300.0	SL007281	MK12	Mitogen-activated protein kinase 12	P53778	Human	MAPK12	ENSG00000188130	HGNC:6874	chromosome	22	50252901.0	50261683.0	-	NCBI	
18178-13	NC_000001.11	6301.0	SL011197	SYSC	Serine--tRNA ligase, cytoplasmic	P49591	Human	SARS1	ENSG00000031698	HGNC:10537	chromosome	1	109213893.0	109238182.0	+	NCBI	
9859-180	NC_000023.11	6303.0	SL004602	SSAT-1	Diamine acetyltransferase 1	P21673	Human	SAT1	ENSG00000130066	HGNC:10540	chromosome	23	23783173.0	23786210.0	+	NCBI	
7140-1	NC_000001.11	63036.0	SL012410	ELA2A	Chymotrypsin-like elastase family member 2A	P08217	Human	CELA2A	ENSG00000142615	HGNC:24609	chromosome	1	15456732.0	15472091.0	+	NCBI	
13511-29	NC_000003.12	6304.0	SL009828	SATB1	DNA-binding protein SATB1	Q01826	Human	SATB1	ENSG00000182568	HGNC:10541	chromosome	3	18345377.0	18445592.0	-	NCBI	
21832-31	NC_000018.10	6317.0	SL001958	SCCA1	Squamous cell carcinoma antigen 1	P29508	Human	SERPINB3	ENSG00000057149	HGNC:10569	chromosome	18	63655197.0	63661893.0	-	NCBI	
15444-45	NC_000018.10	6318.0	SL001959	SCCA2	Serpin B4	P48594	Human	SERPINB4	ENSG00000206073	HGNC:10570	chromosome	18	63637259.0	63644256.0	-	NCBI	
11067-13	NC_000001.11	632.0	SL001791	Osteocalcin	Osteocalcin	P02818	Human	BGLAP	ENSG00000242252	HGNC:1043	chromosome	1	156242184.0	156243317.0	+	NCBI	
5747-67	NC_000001.11	632.0	SL001791	Osteocalcin	Osteocalcin	P02818	Human	BGLAP	ENSG00000242252	HGNC:1043	chromosome	1	156242184.0	156243317.0	+	NCBI	
2966-65	NC_000019.10	6320.0	SL004362	SCGF-beta	Stem cell growth factor-beta	Q9Y240	Human	CLEC11A		HGNC:10576	chromosome	19	50723364.0	50725708.0	+	NCBI	
4500-50	NC_000019.10	6320.0	SL004363	SCGF-alpha	Stem cell growth factor-alpha	Q9Y240	Human	CLEC11A		HGNC:10576	chromosome	19	50723364.0	50725708.0	+	NCBI	
8353-15	NC_000011.10	6327.0	SL018464	SCN2B	Sodium channel subunit beta-2	O60939	Human	SCN2B	ENSG00000149575	HGNC:10589	chromosome	11	118162806.0	118176639.0	-	NCBI	
3284-75	NC_000023.11	633.0	SL007804	BGN	Biglycan	P21810	Human	BGN	ENSG00000182492	HGNC:1044	chromosome	23	153494980.0	153509546.0	+	NCBI	
13690-26	NC_000023.11	633.0	SL007804	BGN	Biglycan	P21810	Human	BGN	ENSG00000182492	HGNC:1044	chromosome	23	153494980.0	153509546.0	+	NCBI	
7911-29	NC_000011.10	6330.0	SL018299	SCN4B	Sodium channel subunit beta-4	Q8IWT1	Human	SCN4B	ENSG00000177098	HGNC:10592	chromosome	11	118133377.0	118152823.0	-	NCBI	
7853-19	NC_000017.11	6341.0	SL018291	SCO1	Protein SCO1 homolog, mitochondrial	O75880	Human	SCO1	ENSG00000133028	HGNC:10603	chromosome	17	10672474.0	10697533.0	-	NCBI	
25049-8	NC_000001.11	6342.0	SL025947	NLTP:isoform SCPx	Nonspecific lipid-transfer protein:isoform SCPx	P22307	Human	SCP2	ENSG00000116171	HGNC:10606	chromosome	1	52927276.0	53051698.0	+	NCBI	
24293-39	NC_000001.11	6342.0	SL025946	NLTP:isoform 6	Nonspecific lipid-transfer protein:isoform 6	P22307	Human	SCP2	ENSG00000116171	HGNC:10606	chromosome	1	52927276.0	53051698.0	+	NCBI	
3728-52	NT_187586.1	6343.0	SL000570	Secretin	Secretin	P09683	Human	SCT	ENSG00000070031|ENSG00000274473	HGNC:10607	alternate scaffold	11	156208.0	157080.0	-	NCBI	
3728-52	NC_000011.10	6343.0	SL000570	Secretin	Secretin	P09683	Human	SCT	ENSG00000070031|ENSG00000274473	HGNC:10607	chromosome	11	626309.0	627181.0	-	NCBI	
10940-25	NC_000016.10	6345.0	SL008242	SRCA	Sarcalumenin	Q86TD4	Human	SRL	ENSG00000185739	HGNC:11295	chromosome	16	4189374.0	4242080.0	-	NCBI	
2770-51	NC_000017.11	6346.0	SL003176	I-309	C-C motif chemokine 1	P22362	Human	CCL1	ENSG00000108702	HGNC:10609	chromosome	17	34360328.0	34363233.0	-	NCBI	
13687-5	NC_000017.11	6346.0	SL003176	I-309	C-C motif chemokine 1	P22362	Human	CCL1	ENSG00000108702	HGNC:10609	chromosome	17	34360328.0	34363233.0	-	NCBI	
2578-67	NC_000017.11	6347.0	SL000038	MCP-1	C-C motif chemokine 2	P13500	Human	CCL2	ENSG00000108691	HGNC:10618	chromosome	17	34255285.0	34257203.0	+	NCBI	
3040-59	NT_187661.1	6348.0	SL000519	MIP-1a	C-C motif chemokine 3	P10147	Human	CCL3	ENSG00000277632|ENSG00000278567|ENSG00000274221	HGNC:10627	alternate scaffold	17	42353.0	44240.0	-	NCBI	
3040-59	NT_187614.1	6348.0	SL000519	MIP-1a	C-C motif chemokine 3	P10147	Human	CCL3	ENSG00000277632|ENSG00000278567|ENSG00000274221	HGNC:10627	alternate scaffold	17	323130.0	325017.0	-	NCBI	
3040-59	NC_000017.11	6348.0	SL000519	MIP-1a	C-C motif chemokine 3	P10147	Human	CCL3	ENSG00000277632|ENSG00000278567|ENSG00000274221	HGNC:10627	chromosome	17	36088256.0	36090143.0	-	NCBI	
5480-49	NT_187614.1	6352.0	SL000563	RANTES	C-C motif chemokine 5	P13501	Human	CCL5	ENSG00000271503|ENSG00000274233	HGNC:10632	alternate scaffold	17	106023.0	114892.0	-	NCBI	
5480-49	NC_000017.11	6352.0	SL000563	RANTES	C-C motif chemokine 5	P13501	Human	CCL5	ENSG00000271503|ENSG00000274233	HGNC:10632	chromosome	17	35871491.0	35880360.0	-	NCBI	
2523-31	NT_187614.1	6352.0	SL000563	RANTES	C-C motif chemokine 5	P13501	Human	CCL5	ENSG00000271503|ENSG00000274233	HGNC:10632	alternate scaffold	17	106023.0	114892.0	-	NCBI	
2523-31	NC_000017.11	6352.0	SL000563	RANTES	C-C motif chemokine 5	P13501	Human	CCL5	ENSG00000271503|ENSG00000274233	HGNC:10632	chromosome	17	35871491.0	35880360.0	-	NCBI	
4886-3	NC_000017.11	6354.0	SL000516	MCP-3	C-C motif chemokine 7	P80098	Human	CCL7	ENSG00000108688	HGNC:10634	chromosome	17	34270221.0	34272242.0	+	NCBI	
22969-12	NC_000017.11	6354.0	SL000516	MCP-3	C-C motif chemokine 7	P80098	Human	CCL7	ENSG00000108688	HGNC:10634	chromosome	17	34270221.0	34272242.0	+	NCBI	
2785-15	NC_000017.11	6355.0	SL000515	MCP-2	C-C motif chemokine 8	P80075	Human	CCL8	ENSG00000108700	HGNC:10635	chromosome	17	34319435.0	34321402.0	+	NCBI	
13748-4	NC_000017.11	6355.0	SL000515	MCP-2	C-C motif chemokine 8	P80075	Human	CCL8	ENSG00000108700	HGNC:10635	chromosome	17	34319435.0	34321402.0	+	NCBI	
5301-7	NC_000017.11	6356.0	SL000406	Eotaxin	Eotaxin	P51671	Human	CCL11	ENSG00000172156	HGNC:10610	chromosome	17	34285742.0	34288334.0	+	NCBI	
4144-13	NC_000017.11	6357.0	SL000517	MCP-4	C-C motif chemokine 13	Q99616	Human	CCL13	ENSG00000181374	HGNC:10611	chromosome	17	34356480.0	34358610.0	+	NCBI	
2900-53	NT_187614.1	6358.0	SL003329	HCC-1	C-C motif chemokine 14	Q16627	Human	CCL14	ENSG00000277236|ENSG00000276409	HGNC:10612	alternate scaffold	17	217852.0	221293.0	-	NCBI	
2900-53	NC_000017.11	6358.0	SL003329	HCC-1	C-C motif chemokine 14	Q16627	Human	CCL14	ENSG00000277236|ENSG00000276409	HGNC:10612	chromosome	17	35983288.0	35986729.0	-	NCBI	
14109-15	NC_000017.11	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	chromosome	17	35997582.0	36001553.0	-	NCBI	
14109-15	NT_187614.1	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	alternate scaffold	17	232146.0	236120.0	-	NCBI	
3509-1	NC_000017.11	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	chromosome	17	35997582.0	36001553.0	-	NCBI	
3509-1	NT_187614.1	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	alternate scaffold	17	232146.0	236120.0	-	NCBI	
18289-16	NC_000017.11	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	chromosome	17	35997582.0	36001553.0	-	NCBI	
18289-16	NT_187614.1	6359.0	SL003190	MIP-5	C-C motif chemokine 15	Q16663	Human	CCL15	ENSG00000275718|ENSG00000275528	HGNC:10613	alternate scaffold	17	232146.0	236120.0	-	NCBI	
25118-45	NC_000012.12	636.0	SL023646	BICD1	Protein bicaudal D homolog 1	Q96G01	Human	BICD1	ENSG00000151746	HGNC:1049	chromosome	12	32106847.0	32383633.0	+	NCBI	
4913-78	NT_187614.1	6360.0	SL003300	HCC-4	C-C motif chemokine 16	O15467	Human	CCL16	ENSG00000275095|ENSG00000275152	HGNC:10614	alternate scaffold	17	211063.0	217475.0	-	NCBI	
4913-78	NC_000017.11	6360.0	SL003300	HCC-4	C-C motif chemokine 16	O15467	Human	CCL16	ENSG00000275095|ENSG00000275152	HGNC:10614	chromosome	17	35976499.0	35981497.0	-	NCBI	
3519-3	NC_000016.10	6361.0	SL003196	TARC	C-C motif chemokine 17	Q92583	Human	CCL17	ENSG00000102970	HGNC:10615	chromosome	16	57396093.0	57416063.0	+	NCBI	
3044-3	NT_187614.1	6362.0	SL003323	PARC	C-C motif chemokine 18	P55774	Human	CCL18	ENSG00000278167|ENSG00000275385|ENSG00000278006	HGNC:10616	alternate scaffold	17	299160.0	306920.0	+	NCBI	
3044-3	NT_187661.1	6362.0	SL003323	PARC	C-C motif chemokine 18	P55774	Human	CCL18	ENSG00000278167|ENSG00000275385|ENSG00000278006	HGNC:10616	alternate scaffold	17	18369.0	26129.0	+	NCBI	
3044-3	NC_000017.11	6362.0	SL003323	PARC	C-C motif chemokine 18	P55774	Human	CCL18	ENSG00000278167|ENSG00000275385|ENSG00000278006	HGNC:10616	chromosome	17	36064272.0	36072032.0	+	NCBI	
4922-13	NC_000009.12	6363.0	SL003189	MIP-3b	C-C motif chemokine 19	Q99731	Human	CCL19	ENSG00000172724	HGNC:10617	chromosome	9	34689570.0	34691276.0	-	NCBI	
2468-62	NC_000002.12	6364.0	SL000133	MIP-3a	C-C motif chemokine 20	P78556	Human	CCL20	ENSG00000115009	HGNC:10619	chromosome	2	227813842.0	227817556.0	+	NCBI	
2516-57	NC_000009.12	6366.0	SL003193	6Ckine	C-C motif chemokine 21	O00585	Human	CCL21	ENSG00000137077	HGNC:10620	chromosome	9	34709005.0	34710136.0	-	NCBI	
22993-9	NC_000016.10	6367.0	SL003187	MDC	C-C motif chemokine 22	O00626	Human	CCL22	ENSG00000102962	HGNC:10621	chromosome	16	57357909.0	57366189.0	+	NCBI	
3508-78	NC_000016.10	6367.0	SL003187	MDC	C-C motif chemokine 22	O00626	Human	CCL22	ENSG00000102962	HGNC:10621	chromosome	16	57357909.0	57366189.0	+	NCBI	
